SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,DN,19.0,490.4
CP001CTA,OLD,DN,65.0,380.0
AW002AF,YNG,DD,19.0,248.0
AW001CG,YNG,DN,19.0,212.0
AW001CG,YNG,DD,19.0,
CP001CTA,OLD,DD,65.0,
