SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,DN,19.0,348.7142857142857
AW002AF,YNG,DD,19.0,329.25
CP001CTA,OLD,DN,65.0,306.44444444444446
CP001CTA,OLD,DD,65.0,303.1111111111111
AW001CG,YNG,DN,19.0,198.8235294117647
AW001CG,YNG,DD,19.0,195.6
