SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,DD,19.0,308.6666666666667
CP001CTA,OLD,DD,65.0,303.1111111111111
CP001CTA,OLD,DN,65.0,302.7368421052632
AW002AF,YNG,DN,19.0,298.3157894736842
AW001CG,YNG,DD,19.0,195.6
AW001CG,YNG,DN,19.0,192.33333333333334
