SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,DD,19.0,39.57397106493439
AW001CG,YNG,DN,19.0,26.989311481388352
CP001CTA,OLD,DN,65.0,19.001667465188962
AW002AF,YNG,DN,19.0,13.367679289131866
AW001CG,YNG,DD,19.0,
CP001CTA,OLD,DD,65.0,
