SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,TD,19.0,2.1985931677551234
AW002AF,YNG,TN,19.0,1.9960969075355475
MP1,YNG,TN,,1.407947628717157
MP1,YNG,TD,,1.3827022138647633
MP1,YNG,TT,,1.3561813818292616
AW002AF,YNG,TT,19.0,1.220004723640719
AW001CG,YNG,TD,19.0,0.9844546930864179
AW001CG,YNG,TN,19.0,0.9800140612223271
AW001CG,YNG,TT,19.0,0.9186228775179828
