SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW002AF,YNG,TD,19.0,305.04
AW002AF,YNG,TT,19.0,258.9230769230769
AW002AF,YNG,TN,19.0,250.28571428571428
MP1,YNG,TD,,238.7826086956522
MP1,YNG,TT,,223.69230769230768
MP1,YNG,TN,,199.42857142857142
AW001CG,YNG,TT,19.0,171.66666666666666
AW001CG,YNG,TD,19.0,171.2
AW001CG,YNG,TN,19.0,166.71428571428572
