SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
MP1,YNG,TT,,-629.0
AW002AF,YNG,TT,19.0,-703.5384615384615
AW001CG,YNG,TT,19.0,-705.7692307692307
AW001CG,YNG,TD,19.0,-874.4
AW002AF,YNG,TN,19.0,-881.7142857142857
AW001CG,YNG,TN,19.0,-911.3571428571429
MP1,YNG,TN,,-912.4285714285714
MP1,YNG,TD,,-923.2
AW002AF,YNG,TD,19.0,-1030.24
