SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
MP1,YNG,TT,,2.233446926732038
MP1,YNG,TN,,1.797328624774143
AW001CG,YNG,TN,19.0,1.0358614830610073
AW002AF,YNG,TN,19.0,0.9920005657730708
AW001CG,YNG,TT,19.0,0.8651522208869148
AW002AF,YNG,TT,19.0,0.7383020996816262
