SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
MP1,YNG,TN,,2.7379048686077807
MP1,YNG,TT,,2.712781035529698
AW002AF,YNG,TT,19.0,1.9419582695378947
AW002AF,YNG,TN,19.0,1.3485097511460986
AW001CG,YNG,TT,19.0,1.239057901703928
AW001CG,YNG,TN,19.0,1.2020547123771086
