SUBJECT_NAME,SUBJECT_GROUP,CONDITION_APPEARANCE,SUBJECT_AGE,VALUE
AW001CG,YNG,TN,19.0,233.4
AW001CG,YNG,TT,19.0,223.33333333333334
MP1,YNG,TN,,213.75
MP1,YNG,TT,,186.0
AW002AF,YNG,TT,19.0,179.66666666666666
AW002AF,YNG,TN,19.0,176.8
